Token	POS-Tag	OOV	Id	Index	Documento
premiado	VERB	0	27	2	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
anunciou	VERB	0	27	3	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
o	DET	0	27	4	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
início	NOUN	0	27	5	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
das	ADP	0	27	6	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
filmagens	NOUN	0	27	7	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
de	ADP	0	27	8	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
seu	DET	0	27	9	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
próximo	ADJ	0	27	10	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
drama	NOUN	0	27	11	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
histórico	ADJ	0	27	12	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
,	PUNCT	0	27	13	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
que	PRON	0	27	14	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
contará	VERB	1	27	15	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
com	ADP	0	27	16	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
um	DET	0	27	17	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
elenco	NOUN	0	27	18	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
repleto	ADJ	1	27	19	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
de	ADP	0	27	20	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
estrelas	NOUN	0	27	21	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
consagradas	VERB	1	27	22	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
.	PUNCT	0	27	23	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
A	DET	0	28	0	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
nova	ADJ	0	28	1	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
produção	NOUN	0	28	2	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
da	ADP	0	28	3	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
plataforma	NOUN	0	28	4	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
de	ADP	0	28	5	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
streaming	PROPN	1	28	6	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
bateu	VERB	0	28	7	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
recordes	NOUN	0	28	8	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
de	ADP	0	28	9	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
audiência	NOUN	0	28	10	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
no	ADP	0	28	11	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
primeiro	ADJ	0	28	12	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
fim	NOUN	0	28	13	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
de	ADP	0	28	14	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
semana	NOUN	0	28	15	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
,	PUNCT	0	28	16	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
misturando	VERB	1	28	17	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
elementos	NOUN	0	28	18	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
de	ADP	0	28	19	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
suspense	NOUN	1	28	20	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
e	CCONJ	0	28	21	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
terror	NOUN	0	28	22	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
psicológico	ADJ	0	28	23	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
.	PUNCT	0	28	24	A nova produção da plataforma de streaming bateu recordes de audiência no primeiro fim de semana , misturando elementos de suspense e terror psicológico .
O	DET	0	29	0	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
festival	NOUN	0	29	1	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
de	ADP	0	29	2	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
cinema	NOUN	0	29	3	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
independente	ADJ	0	29	4	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
premiou	VERB	1	29	5	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
um	DET	0	29	6	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
documentário	NOUN	0	29	7	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
contundente	ADJ	1	29	8	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
que	PRON	0	29	9	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
aborda	VERB	0	29	10	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
os	DET	0	29	11	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
impactos	NOUN	0	29	12	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
sociais	ADJ	0	29	13	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
da	ADP	0	29	14	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
urbanização	NOUN	0	29	15	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
acelerada	VERB	1	29	16	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
nas	ADP	0	29	17	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
grandes	ADJ	0	29	18	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
metrópoles	NOUN	1	29	19	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
.	PUNCT	0	29	20	O festival de cinema independente premiou um documentário contundente que aborda os impactos sociais da urbanização acelerada nas grandes metrópoles .
Críticos	NOUN	1	30	0	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
elogiaram	VERB	1	30	1	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
a	DET	0	30	2	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
atuação	NOUN	0	30	3	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
impecável	ADJ	1	30	4	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
da	ADP	0	30	5	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
atriz	NOUN	0	30	6	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
principal	ADJ	0	30	7	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
,	PUNCT	0	30	8	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
que	PRON	0	30	9	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
conseguiu	VERB	0	30	10	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
transmitir	VERB	0	30	11	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
profunda	ADJ	0	30	12	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
vulnerabilidade	NOUN	1	30	13	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
emocional	ADJ	0	30	14	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
sem	ADP	0	30	15	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
o	DET	0	30	16	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
uso	NOUN	0	30	17	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
excessivo	ADJ	1	30	18	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
de	ADP	0	30	19	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
diálogos	NOUN	0	30	20	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
.	PUNCT	0	30	21	Críticos elogiaram a atuação impecável da atriz principal , que conseguiu transmitir profunda vulnerabilidade emocional sem o uso excessivo de diálogos .
